;FECHA;ENERGIA
917;30/12/2021;498968.1227
918;31/12/2021;406470.731
919;01/03/2022;583283.8534
920;02/03/2022;591999.0379
921;03/03/2022;597899.7812
922;04/03/2022;589461.1094
923;05/03/2022;516818.5131
924;06/03/2022;399984.7506
925;07/03/2022;567117.1806
926;08/03/2022;592287.6974
927;09/03/2022;601269.7739
928;10/03/2022;610718.908
929;11/03/2022;606927.7122
930;12/03/2022;523720.5497
931;13/03/2022;407745.5072
932;14/03/2022;594226.0477
933;15/03/2022;604054.0139
934;16/03/2022;610213.0444
935;17/03/2022;619302.4996
936;18/03/2022;617768.0993
937;19/03/2022;528509.2637
938;20/03/2022;413263.0369
939;21/03/2022;426932.3308
940;22/03/2022;597215.8225
941;23/03/2022;618654.642
942;24/03/2022;625491.4438
943;25/03/2022;626616.2214
944;26/03/2022;532036.6231
945;27/03/2022;408434.6056
946;28/03/2022;588061.5556
947;29/03/2022;613730.2524
948;30/03/2022;619242.0899
949;31/03/2022;620535.063
950;01/04/2022;616188.1272
951;02/04/2022;538072.0452
952;03/04/2022;425633.4614
953;04/04/2022;593704.9907
954;05/04/2022;620028.735
955;06/04/2022;631066.77
956;07/04/2022;634875.0329
957;08/04/2022;627931.1245
958;09/04/2022;547357.1022
959;10/04/2022;442087.7448
960;11/04/2022;610939.8182
961;12/04/2022;623567.6281
962;13/04/2022;589419.1933
963;14/04/2022;425402.7818
964;15/04/2022;395088.163
965;16/04/2022;445621.8458
966;17/04/2022;411086.8321
967;18/04/2022;593579.7148
968;19/04/2022;615518.3851
969;20/04/2022;610915.5265
970;21/04/2022;623930.2855
971;22/04/2022;624129.5746
972;23/04/2022;540990.8411
973;24/04/2022;435395.0927
974;25/04/2022;606954.4361
975;26/04/2022;637176.8844
976;27/04/2022;646765.7182
977;28/04/2022;626481.3867
978;29/04/2022;639351.1067
979;30/04/2022;552655.671
980;01/05/2022;425830.93
981;02/05/2022;622619.1499
982;03/05/2022;657149.7816
983;04/05/2022;664343.4282
984;05/05/2022;641650.8745
985;06/05/2022;619882.032
986;07/05/2022;526005.7874
987;08/05/2022;428079.1059
988;09/05/2022;617731.9297
989;10/05/2022;641856.4444
990;11/05/2022;638553.9218
991;12/05/2022;648275.293
992;13/05/2022;643907.0273
993;14/05/2022;556917.3538
994;15/05/2022;447375.0012
995;16/05/2022;628501.4777
996;17/05/2022;638293.1043
997;18/05/2022;633341.206
998;19/05/2022;629805.9142
999;20/05/2022;633341.4244
1000;21/05/2022;543705.5389
1001;22/05/2022;440607.7722
1002;23/05/2022;615843.3187
1003;24/05/2022;644679.593
1004;25/05/2022;653881.2538
1005;26/05/2022;651949.3804
1006;27/05/2022;648690.6023
1007;28/05/2022;546267.6416
1008;29/05/2022;410473.4122
1009;30/05/2022;427394.8885
1010;31/05/2022;604637.1113
1011;01/06/2022;628458.891
1012;02/06/2022;629048.4832
1013;03/06/2022;613092.7602
1014;04/06/2022;534745.1532
1015;05/06/2022;416531.3334
1016;06/06/2022;600388.4591
1017;07/06/2022;618419.2644
1018;08/06/2022;627992.8506
1019;09/06/2022;626576.6369
1020;10/06/2022;630380.0192
1021;11/06/2022;535121.6411
1022;12/06/2022;424380.5227
1023;13/06/2022;599820.0788
1024;14/06/2022;616363.0785
1025;15/06/2022;640883.5306
1026;16/06/2022;644190.9432
1027;17/06/2022;627591.572
1028;18/06/2022;530971.3808
1029;19/06/2022;400616.6933
1030;20/06/2022;429037.698
1031;21/06/2022;617126.9065
1032;22/06/2022;646463.3965
1033;23/06/2022;643471.8902
1034;24/06/2022;635426.5622
1035;25/06/2022;543646.7539
1036;26/06/2022;417487.1006
1037;27/06/2022;430607.7907
1038;28/06/2022;611345.4414
1039;29/06/2022;633790.8544
1040;30/06/2022;646007.2583
1041;01/07/2022;633544.7428
1042;02/07/2022;547328.9971
1043;03/07/2022;422956.1089
1044;04/07/2022;440053.8288
1045;05/07/2022;625701.9935
1046;06/07/2022;654363.4432
1047;07/07/2022;662928.034
1048;08/07/2022;660696.7155
1049;09/07/2022;563309.7966
1050;10/07/2022;437954.9951
1051;11/07/2022;625530.1662
1052;12/07/2022;653825.7433
1053;13/07/2022;658497.7988
1054;14/07/2022;663506.4882
1055;15/07/2022;657208.5138
1056;16/07/2022;563820.9586
1057;17/07/2022;436120.1309
1058;18/07/2022;641960.8298
1059;19/07/2022;668245.041
1060;20/07/2022;486881.7451
1061;21/07/2022;655033.5526
1062;22/07/2022;657365.9317
1063;23/07/2022;556878.1164
1064;24/07/2022;435100.0245
1065;25/07/2022;637859.9517
1066;26/07/2022;659383.049
1067;27/07/2022;659895.3024
1068;28/07/2022;658847.9255
1069;29/07/2022;662146.2708
1070;30/07/2022;579933.2741
1071;31/07/2022;583051.8482
1072;01/08/2022;638071.9869
1073;02/08/2022;659089.1461
1074;03/08/2022;667321.3248
1075;04/08/2022;673601.8719
1076;05/08/2022;662025.3708
1077;06/08/2022;562017.9564
1078;07/08/2022;447268.4682
1079;08/08/2022;657914.621
1080;09/08/2022;693010.713
1081;10/08/2022;690147.792
1082;11/08/2022;691353.5548
1083;12/08/2022;681817.7811
1084;13/08/2022;557255.3938
1085;14/08/2022;435003.4904
1086;15/08/2022;448475.1283
1087;16/08/2022;651863.3736
1088;17/08/2022;681749.1447
1089;18/08/2022;690740.8697
1090;19/08/2022;687272.6943
1091;20/08/2022;578049.2577
1092;21/08/2022;440946.3887
1093;22/08/2022;654982.7886
1094;23/08/2022;684486.8698
1095;24/08/2022;693314.0621
1096;25/08/2022;689144.2848
1097;26/08/2022;687906.0991
1098;27/08/2022;588883.92
1099;28/08/2022;453589.5659
1100;29/08/2022;665181.3284
1101;30/08/2022;678284.3882
1102;31/08/2022;682671.9532
1103;01/09/2022;687539.0088
1104;02/09/2022;683955.3966
1105;03/09/2022;588890.9843
1106;04/09/2022;453785.6386
1107;05/09/2022;670020.1967
1108;06/09/2022;693946.8789
1109;07/09/2022;698245.0711
1110;08/09/2022;696325.8954
1111;09/09/2022;700395.5744
1112;10/09/2022;593270.8142
1113;11/09/2022;455275.3213
1114;12/09/2022;673872.8977
1115;13/09/2022;693414.9643
1116;14/09/2022;696294.5545
1117;15/09/2022;707405.3008
1118;16/09/2022;694924.9012
1119;17/09/2022;585451.914
1120;18/09/2022;446013.728
1121;19/09/2022;664869.465
1122;20/09/2022;672746.6064
1123;21/09/2022;679366.2658
1124;22/09/2022;664335.255
1125;23/09/2022;678471.171
1126;24/09/2022;572743.8339
1127;25/09/2022;443030.3823
1128;26/09/2022;662613.2862
1129;27/09/2022;690745.4506
1130;28/09/2022;691400.6875
1131;29/09/2022;684108.2536
1132;30/09/2022;679303.8379
1133;01/10/2022;561530.9251
1134;02/10/2022;442677.333
1135;03/10/2022;663366.329
1136;04/10/2022;683214.221
1137;05/10/2022;672408.9575
1138;06/10/2022;679832.3156
1139;07/10/2022;678643.2085
1140;08/10/2022;569576.9973
1141;09/10/2022;445658.2465
1142;10/10/2022;656719.1083
1143;11/10/2022;679755.7501
1144;12/10/2022;670822.9324
1145;13/10/2022;672197.4051
1146;14/10/2022;678903.5952
1147;15/10/2022;573538.934
1148;16/10/2022;449763.2285
1149;17/10/2022;464739.6855
1150;18/10/2022;637878.1175
